Feature_Name,Original_Dataset,Original_Column,Modality,Data_Type,Numerical_Categorical,Target_Variable,Missing_Percentage,Unique_Values,Description,Clinical_Meaning,Transformation_Applied,Normalization_Required,Recommended_ML_Encoding,Recommended_DL_Encoding,Suitable_for_GNN,Suitable_for_Explainability,Suitable_for_Inference
Initi_DOPTHERST,Infer_Clinical,DOPTHERST,Clinical,float64,Categorical,No,93.19,2,Auto-extracted feature Initi_DOPTHERST,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Initi_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,93.19,40,Auto-extracted feature Initi_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Initi_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,93.19,396,Auto-extracted feature Initi_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_REC_ID,Infer_Medication,REC_ID,Medication,str,Categorical,No,100.0,0,Auto-extracted feature LEDD_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_PAG_NAME,Infer_Medication,PAG_NAME,Medication,str,Categorical,No,100.0,0,Auto-extracted feature LEDD_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_LEDTRT,Infer_Medication,LEDTRT,Medication,str,Categorical,No,100.0,0,Auto-extracted feature LEDD_LEDTRT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_TOTDDA,Infer_Medication,TOTDDA,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature LEDD_TOTDDA,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_LEDDSTRMG,Infer_Medication,LEDDSTRMG,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature LEDD_LEDDSTRMG,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_LEDDOSSTR,Infer_Medication,LEDDOSSTR,Medication,str,Categorical,No,100.0,0,Auto-extracted feature LEDD_LEDDOSSTR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_LEDDOSE,Infer_Medication,LEDDOSE,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature LEDD_LEDDOSE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_LEDDOSFRQ,Infer_Medication,LEDDOSFRQ,Medication,float64,Categorical,No,100.0,0,Auto-extracted feature LEDD_LEDDOSFRQ,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_STARTDT,Infer_Medication,STARTDT,Medication,str,Categorical,No,100.0,0,Auto-extracted feature LEDD_STARTDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_STOPDT,Infer_Medication,STOPDT,Medication,str,Categorical,No,100.0,0,Auto-extracted feature LEDD_STOPDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_LEDD,Infer_Medication,LEDD,Medication,str,Categorical,No,100.0,0,Auto-extracted feature LEDD_LEDD,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_ORIG_ENTRY,Infer_Medication,ORIG_ENTRY,Medication,str,Categorical,No,100.0,0,Auto-extracted feature LEDD_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
LEDD_LAST_UPDATE,Infer_Medication,LAST_UPDATE,Medication,str,Categorical,No,100.0,0,Auto-extracted feature LEDD_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Medic_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Medic_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_RESYR,Infer_Clinical,RESYR,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Medic_RESYR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_MHDIAGYR,Infer_Clinical,MHDIAGYR,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Medic_MHDIAGYR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_MHCAT,Infer_Clinical,MHCAT,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Medic_MHCAT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_MHHX,Infer_Clinical,MHHX,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Medic_MHHX,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_MHDIAGDT,Infer_Clinical,MHDIAGDT,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Medic_MHDIAGDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_MHTERM,Infer_Clinical,MHTERM,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Medic_MHTERM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_RESOLVD,Infer_Clinical,RESOLVD,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Medic_RESOLVD,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_RESDT,Infer_Clinical,RESDT,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Medic_RESDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Medic_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Medic_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Medic_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,99.98,2,Auto-extracted feature PD_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,99.98,1,Auto-extracted feature PD_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_SXDT,Infer_Clinical,SXDT,Clinical,str,Categorical,No,99.98,2,Auto-extracted feature PD_SXDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_PDDXDT,Infer_Clinical,PDDXDT,Clinical,str,Categorical,No,99.98,2,Auto-extracted feature PD_PDDXDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_DXTREMOR,Infer_Clinical,DXTREMOR,Clinical,float64,Categorical,No,99.98,2,Auto-extracted feature PD_DXTREMOR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_DXRIGID,Infer_Clinical,DXRIGID,Clinical,float64,Categorical,No,99.98,1,Auto-extracted feature PD_DXRIGID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_DXBRADY,Infer_Clinical,DXBRADY,Clinical,float64,Categorical,No,99.98,1,Auto-extracted feature PD_DXBRADY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_DXPOSINS,Infer_Clinical,DXPOSINS,Clinical,float64,Categorical,No,99.98,1,Auto-extracted feature PD_DXPOSINS,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_DXOTHSX,Infer_Clinical,DXOTHSX,Clinical,float64,Categorical,No,99.98,2,Auto-extracted feature PD_DXOTHSX,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_DOMSIDE,Infer_Clinical,DOMSIDE,Clinical,float64,Categorical,No,99.98,1,Auto-extracted feature PD_DOMSIDE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,99.98,2,Auto-extracted feature PD_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
PD_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,99.98,2,Auto-extracted feature PD_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Vital_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,37.42,5508,Auto-extracted feature Vital_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Vital_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,37.42,1,Auto-extracted feature Vital_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Vital_WGTKG,Infer_Clinical,WGTKG,Clinical,float64,Numerical,No,37.65,744,Auto-extracted feature Vital_WGTKG,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Vital_HTCM,Infer_Clinical,HTCM,Clinical,float64,Numerical,No,37.8,66,Auto-extracted feature Vital_HTCM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Vital_TEMPC,Infer_Clinical,TEMPC,Clinical,float64,Numerical,No,37.96,46,Auto-extracted feature Vital_TEMPC,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Vital_BPARM,Infer_Clinical,BPARM,Clinical,float64,Categorical,No,37.67,2,Auto-extracted feature Vital_BPARM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Vital_SYSSUP,Infer_Clinical,SYSSUP,Clinical,float64,Numerical,No,37.58,120,Auto-extracted feature Vital_SYSSUP,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Vital_DIASUP,Infer_Clinical,DIASUP,Clinical,float64,Numerical,No,37.58,74,Auto-extracted feature Vital_DIASUP,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Vital_HRSUP,Infer_Clinical,HRSUP,Clinical,float64,Numerical,No,37.63,79,Auto-extracted feature Vital_HRSUP,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Vital_SYSSTND,Infer_Clinical,SYSSTND,Clinical,float64,Numerical,No,37.83,123,Auto-extracted feature Vital_SYSSTND,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Vital_DIASTND,Infer_Clinical,DIASTND,Clinical,float64,Numerical,No,37.83,87,Auto-extracted feature Vital_DIASTND,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Vital_HRSTND,Infer_Clinical,HRSTND,Clinical,float64,Numerical,No,37.89,81,Auto-extracted feature Vital_HRSTND,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Vital_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,37.42,187,Auto-extracted feature Vital_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Vital_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,37.42,2980,Auto-extracted feature Vital_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,99.02,86,Auto-extracted feature Gait_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_SUB_EVENT_ID,Infer_Clinical,SUB_EVENT_ID,Clinical,str,Categorical,No,99.02,3,Auto-extracted feature Gait_SUB_EVENT_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,99.02,1,Auto-extracted feature Gait_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_AXIVITYUSED,Infer_Clinical,AXIVITYUSED,Clinical,float64,Categorical,No,99.02,2,Auto-extracted feature Gait_AXIVITYUSED,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_AXIVITYDT,Infer_Clinical,AXIVITYDT,Clinical,str,Categorical,No,99.06,30,Auto-extracted feature Gait_AXIVITYDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_AXIVITYUP,Infer_Clinical,AXIVITYUP,Clinical,float64,Categorical,No,99.02,2,Auto-extracted feature Gait_AXIVITYUP,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_AXIVITYUPDT,Infer_Clinical,AXIVITYUPDT,Clinical,str,Categorical,No,99.09,34,Auto-extracted feature Gait_AXIVITYUPDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_OPALUSED,Infer_Clinical,OPALUSED,Clinical,float64,Categorical,No,99.02,2,Auto-extracted feature Gait_OPALUSED,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_RARMLEN,Infer_Clinical,RARMLEN,Clinical,float64,Numerical,No,99.05,23,Auto-extracted feature Gait_RARMLEN,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Gait_LARMLEN,Infer_Clinical,LARMLEN,Clinical,float64,Numerical,No,99.05,24,Auto-extracted feature Gait_LARMLEN,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Gait_RLEGLEN,Infer_Clinical,RLEGLEN,Clinical,float64,Numerical,No,99.05,28,Auto-extracted feature Gait_RLEGLEN,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Gait_LLEGLEN,Infer_Clinical,LLEGLEN,Clinical,float64,Numerical,No,99.05,27,Auto-extracted feature Gait_LLEGLEN,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Gait_GAITASTCMPLT,Infer_Clinical,GAITASTCMPLT,Clinical,float64,Categorical,No,99.02,2,Auto-extracted feature Gait_GAITASTCMPLT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_GAITASTTM,Infer_Clinical,GAITASTTM,Clinical,str,Categorical,No,99.07,73,Auto-extracted feature Gait_GAITASTTM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_GAITTUG1,Infer_Clinical,GAITTUG1,Clinical,float64,Numerical,No,99.07,76,Auto-extracted feature Gait_GAITTUG1,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Gait_GAITTUG2,Infer_Clinical,GAITTUG2,Clinical,float64,Numerical,No,99.07,69,Auto-extracted feature Gait_GAITTUG2,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Gait_GAITASTUS,Infer_Clinical,GAITASTUS,Clinical,float64,Numerical,No,99.06,79,Auto-extracted feature Gait_GAITASTUS,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Gait_GAITASTDUAL,Infer_Clinical,GAITASTDUAL,Clinical,float64,Numerical,No,99.06,80,Auto-extracted feature Gait_GAITASTDUAL,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Gait_GAITASTSUBS,Infer_Clinical,GAITASTSUBS,Clinical,float64,Numerical,No,99.06,27,Auto-extracted feature Gait_GAITASTSUBS,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Gait_GAITASTMIS,Infer_Clinical,GAITASTMIS,Clinical,float64,Categorical,No,99.06,7,Auto-extracted feature Gait_GAITASTMIS,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_GAITASTTRANSDT,Infer_Clinical,GAITASTTRANSDT,Clinical,str,Categorical,No,99.07,33,Auto-extracted feature Gait_GAITASTTRANSDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,99.02,31,Auto-extracted feature Gait_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Gait_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,99.02,75,Auto-extracted feature Gait_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_REC_ID,Infer_Motor,REC_ID,Motor,str,Categorical,No,36.22,5614,Auto-extracted feature MDS-U_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_PAG_NAME,Infer_Motor,PAG_NAME,Motor,str,Categorical,No,36.22,5,Auto-extracted feature MDS-U_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_PDTRTMNT,Infer_Motor,PDTRTMNT,Motor,float64,Categorical,No,42.77,2,Auto-extracted feature MDS-U_PDTRTMNT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_PDSTATE,Infer_Motor,PDSTATE,Motor,str,Categorical,No,65.03,2,Auto-extracted feature MDS-U_PDSTATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_HRPOSTMED,Infer_Motor,HRPOSTMED,Motor,float64,Numerical,No,66.66,523,Auto-extracted feature MDS-U_HRPOSTMED,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
MDS-U_HRDBSON,Infer_Motor,HRDBSON,Motor,float64,Numerical,No,99.58,32,Auto-extracted feature MDS-U_HRDBSON,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
MDS-U_HRDBSOFF,Infer_Motor,HRDBSOFF,Motor,float64,Categorical,No,99.99,1,Auto-extracted feature MDS-U_HRDBSOFF,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_PDMEDYN,Infer_Motor,PDMEDYN,Motor,float64,Categorical,No,43.09,2,Auto-extracted feature MDS-U_PDMEDYN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_DBSYN,Infer_Motor,DBSYN,Motor,float64,Categorical,No,36.58,2,Auto-extracted feature MDS-U_DBSYN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_ONOFFORDER,Infer_Motor,ONOFFORDER,Motor,float64,Categorical,No,81.33,2,Auto-extracted feature MDS-U_ONOFFORDER,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_OFFEXAM,Infer_Motor,OFFEXAM,Motor,float64,Categorical,No,99.78,2,Auto-extracted feature MDS-U_OFFEXAM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_OFFNORSN,Infer_Motor,OFFNORSN,Motor,float64,Categorical,No,99.97,3,Auto-extracted feature MDS-U_OFFNORSN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_DBSOFFYN,Infer_Motor,DBSOFFYN,Motor,float64,Categorical,No,100.0,0,Auto-extracted feature MDS-U_DBSOFFYN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_DBSOFFTM,Infer_Motor,DBSOFFTM,Motor,str,Categorical,No,99.94,5,Auto-extracted feature MDS-U_DBSOFFTM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_ONEXAM,Infer_Motor,ONEXAM,Motor,float64,Categorical,No,80.25,2,Auto-extracted feature MDS-U_ONEXAM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_ONNORSN,Infer_Motor,ONNORSN,Motor,float64,Categorical,No,98.77,4,Auto-extracted feature MDS-U_ONNORSN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_HIFUYN,Infer_Motor,HIFUYN,Motor,float64,Categorical,No,82.91,2,Auto-extracted feature MDS-U_HIFUYN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_DBSONYN,Infer_Motor,DBSONYN,Motor,float64,Categorical,No,99.52,2,Auto-extracted feature MDS-U_DBSONYN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_DBSONTM,Infer_Motor,DBSONTM,Motor,str,Categorical,No,99.56,31,Auto-extracted feature MDS-U_DBSONTM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_PDMEDDT,Infer_Motor,PDMEDDT,Motor,str,Categorical,No,66.56,169,Auto-extracted feature MDS-U_PDMEDDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_PDMEDTM,Infer_Motor,PDMEDTM,Motor,str,Categorical,No,66.56,333,Auto-extracted feature MDS-U_PDMEDTM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_EXAMDT,Infer_Motor,EXAMDT,Motor,str,Categorical,No,37.5,187,Auto-extracted feature MDS-U_EXAMDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_EXAMTM,Infer_Motor,EXAMTM,Motor,str,Categorical,No,41.26,472,Auto-extracted feature MDS-U_EXAMTM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3SPCH,Infer_Motor,NP3SPCH,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3SPCH,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3FACXP,Infer_Motor,NP3FACXP,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3FACXP,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RIGN,Infer_Motor,NP3RIGN,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3RIGN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RIGRU,Infer_Motor,NP3RIGRU,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3RIGRU,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RIGLU,Infer_Motor,NP3RIGLU,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3RIGLU,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RIGRL,Infer_Motor,NP3RIGRL,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3RIGRL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RIGLL,Infer_Motor,NP3RIGLL,Motor,float64,Categorical,No,37.5,6,Auto-extracted feature MDS-U_NP3RIGLL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3FTAPR,Infer_Motor,NP3FTAPR,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3FTAPR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3FTAPL,Infer_Motor,NP3FTAPL,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3FTAPL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3HMOVR,Infer_Motor,NP3HMOVR,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3HMOVR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3HMOVL,Infer_Motor,NP3HMOVL,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3HMOVL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3PRSPR,Infer_Motor,NP3PRSPR,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3PRSPR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3PRSPL,Infer_Motor,NP3PRSPL,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3PRSPL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3TTAPR,Infer_Motor,NP3TTAPR,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3TTAPR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3TTAPL,Infer_Motor,NP3TTAPL,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3TTAPL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3LGAGR,Infer_Motor,NP3LGAGR,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3LGAGR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
